InterPro Entry Accession	InterPro Entry Name	InterPro Entry Type
IPR004565	Outer membrane lipoprotein LolB	Family
IPR004566	Bacterial pantothenate kinase	Family
IPR004567	Type II pantothenate kinase	Family
IPR004568	Phosphopantethiene-protein transferase domain	Domain
IPR004569	Pyridoxal phosphate (active vitamin B6) biosynthesis PdxJ	Family
IPR004570	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	Family
IPR004572	Protoporphyrinogen oxidase	Family
IPR004573	rRNA small subunit methyltransferase B	Family
IPR004574	Alkylated DNA repair protein AlkB	Family
IPR004575	Cdk-activating kinase assembly factor MAT1/Tfb3	Family
IPR004576	Transcription-repair coupling factor	Family
IPR004577	8-oxoguanine DNA-glycosylase	Family
IPR004578	DNA-directed DNA polymerase, family B, pol2	Family
IPR004579	DNA repair protein rad10	Family
IPR004580	DNA repair protein, Rad18	Family
IPR004582	Checkpoint protein Rad17/Rad24	Family
IPR004583	DNA repair protein Rad4	Family
IPR004584	DNA repair protein Rad50, eukaryotes	Family
IPR004585	DNA recombination/repair protein Rad52	Family
IPR004586	Exodeoxyribonuclease V, beta subunit	Family
IPR004588	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, bacterial-type	Family
IPR004589	DNA helicase, ATP-dependent, RecQ type	Family
IPR004590	DNA single-strand annealing protein RecT	Family
IPR004591	Replication factor-a protein 1 Rpa1	Family
IPR004592	Nuclease SbcC, gammaproteobacteria type	Family
IPR004593	Exonuclease SbcD	Family
IPR004595	TFIIH C1-like domain	Domain
IPR004596	Cell division suppressor protein, SulA	Family
IPR004597	DNA-3-methyladenine glycosylase I	Family
IPR004598	Transcription factor TFIIH subunit p52/Tfb2	Family
IPR004600	TFIIH subunit Tfb4/p34	Family
IPR004601	UV-endonuclease UvdE	Family
IPR004602	UvrABC system subunit A	Family
IPR004603	DNA mismatch endonuclease vsr	Family
IPR004604	DNA recombination/repair protein RecN	Family
IPR004605	DNA helicase, Holliday junction RuvB type	Family
IPR004606	Molybdenum-pterin binding	Domain
IPR004607	Phosphoribosylglycinamide formyltransferase	Family
IPR004608	Methylmalonyl-CoA mutase, beta chain	Family
IPR004609	ATP-dependent DNA helicase RecG	Family
IPR004610	Bacterial RecJ exonuclease	Family
IPR004611	DNA primase-related protein	Family
IPR004612	Holliday junction resolvase RecU	Family
IPR005449	Voltage-dependent calcium channel, R-type, alpha-1 subunit	Family
IPR005450	Voltage-dependent calcium channel, L-type, alpha-1S subunit	Family
IPR005451	Voltage-dependent calcium channel, L-type, alpha-1C subunit	Family
IPR005452	Voltage-dependent calcium channel, L-type, alpha-1D subunit	Family
IPR005453	Pollen allergen Lol p2	Family
IPR005454	Profilin, chordates	Family
IPR005455	Profilin	Family
IPR005456	Pre-pro melanin-concentrating hormone	Family
IPR005457	Transient receptor potential channel, canonical 1	Family
IPR005458	Transient receptor potential channel, canonical 2	Family
IPR005459	Transient receptor potential channel, canonical  3	Family
IPR005460	Transient receptor potential channel, canonical 4	Family
IPR005461	Transient receptor potential channel, canonical 5	Family
IPR005462	Transient receptor potential channel, canonical 6	Family
IPR005463	Transient receptor potential channel, canonical 7	Family
IPR005464	Psychosine receptor	Family
IPR005465	Thyrotropin-releasing hormone receptor 2	Family
IPR005466	P2Y14 purinoceptor	Family
IPR005407	Two pore domain potassium channel, TASK-3	Family
IPR005467	Signal transduction histidine kinase, core	Domain
IPR007670	Protein of unknown function DUF596	Family
IPR007671	Selenoprotein P, N-terminal	Domain
IPR007672	Selenoprotein P, C-terminal	Domain
IPR007673	Condensin subunit 1	Family
IPR007674	Poxvirus 36kDa major membrane	Domain
IPR007675	Poxvirus F15	Family
IPR007676	Ribophorin I	Family
IPR007677	Gasdermin	Family
IPR007678	Poxvirus G5	Family
IPR007679	Protein of unknown function DUF569	Family
IPR007680	Mycobacterial cell wall arabinan synthesis protein	Family
IPR007681	Ran-interacting Mog1 protein	Family
IPR007682	Lantibiotic, type A	Family
IPR022835	Chaperone modulatory protein CbpM	Family
IPR007684	Zinc finger, Ogr/Delta-type	Domain
IPR007685	RelA/SpoT	Domain
IPR018113	Phosphotransferase system EIIB/cysteine, phosphorylation site	Conserved_site
IPR008213	CpcD-like domain	Domain
IPR008215	Tachykinin	Domain
IPR008216	Protachykinin	Family
IPR008217	Domain of unknown function DUF125, transmembrane	Domain
IPR008218	ATPase, V1 complex, subunit F	Family
IPR001238	DNA-binding, RecF	Family
IPR008219	Proline dehydrogenase, predicted	Family
IPR008220	Homoserine acetyltransferase	Family
IPR008221	Urease	Family
IPR023636	Urocanase conserved site	Conserved_site
IPR008223	Urease, gamma-beta subunit	Family
IPR023637	Urocanase	Family
IPR008225	Coenzyme F420:L-glutamate ligase, bacterial and archeal	Family
IPR008226	Mini-ribonuclease 3 like	Family
IPR008228	Uncharacterised conserved protein UCP006173	Family
IPR008229	tRNA nucleotidyltransferase, archaea	Family
IPR008231	Export-related chaperone protein CsaA	Family
IPR023648	Copper homeostasis CutC domain	Domain
IPR023650	Beta-lactamase, class-A active site	Active_site
IPR023654	Ribosomal protein L32e, archaeal	Family
IPR023656	IMP biosynthesis enzyme PurP	Family
IPR023659	Coenzyme F420:L-glutamate ligase, archaeal	Family
IPR023661	Coenzyme F420:L-glutamate ligase, bacteria	Family
IPR008238	Chorismate mutase, AroQ class, eukaryotic type	Family
IPR023662	Rhomboid protease GlpG	Family
IPR008240	Chorismate mutase, periplasmic	Family
IPR008241	Isochorismate pyruvate-lyase, salicylic acid biosynthesis	Family
IPR008242	Bifunctional P-protein, chorismate mutase/prephenate dehydratase	Family
IPR008243	Chorismate mutase, AroH class	Family
IPR008244	Bifunctional chorismate mutase/prephenate dehydrogenase T-protein	Family
IPR023665	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	Family
IPR023669	Ribosomal protein L1, archaea	Family
IPR023670	Tyrosine recombinase XerS	Family
IPR008249	Uncharacterised protein family UPF0231	Family
IPR008248	Signal transduction response regulator, chemotaxis, CheB	Family
IPR008250	P-type ATPase, A  domain	Domain
IPR008251	Chromo shadow domain	Domain
IPR008339	Dishevelled family	Family
IPR009567	Protein of unknown function DUF1183, TMEM66	Family
IPR009568	Protein of unknown function DUF1184	Family
IPR009569	Amino acid synthesis, putative	Family
IPR009570	Stage III sporulation protein AC	Family
IPR009571	Actin cortical patch SUR7/pH-response regulator PalI	Family
IPR009572	Protein of unknown function DUF1187	Family
IPR009573	Protein of unknown function DUF1188	Family
IPR009574	Protein of unknown function DUF1189	Family
IPR009575	Melon necrotic spot virus P7B	Family
IPR009576	Biofilm formation YgiB	Family
IPR009577	Putative small multi-drug export	Family
IPR009578	Cell surface antigen repeat	Repeat
IPR009579	Protein of unknown function DUF1192	Family
IPR009580	GPI biosynthesis protein Pig-F	Family
IPR009581	Domain of unknown function DUF1193	Domain
IPR009582	Signal peptidase complex subunit 2	Family
IPR004968	DNA primase/nucleoside triphosphatase, C-terminal	Domain
IPR004969	Poxvirus I1	Family
IPR004970	Peptidase C57, Vaccinia virus protein I7	Family
IPR004971	mRNA (guanine-N(7))-methyltransferase domain	Domain
IPR004972	Major core protein 4b	Family
IPR004973	DNA-directed RNA polymerase, 18kDa subunit, poxviral	Family
IPR004974	RNA polymerase-associated transcription specificity factor Rap94	Family
IPR004975	Poxvirus VLTF2, trans-activator	Family
IPR004976	Poxvirus poly(A) polymerase, catalytic subunit	Family
IPR004977	Ribosomal protein S25	Family
IPR004978	Stanniocalcin	Family
IPR004979	Transcription factor AP-2	Family
IPR004980	Tenuivirus non-structural protein NS4	Family
IPR004981	Tryptophan 2,3-dioxygenase	Family
IPR004982	WTF protein	Family
IPR004983	Mlp lipoprotein	Family
IPR004984	Mycoplasma lipoprotein, central domain	Domain
IPR004985	Adenovirus E3-15	Family
IPR004986	Caulimovirus DNA-binding protein	Family
IPR004987	Protein of unknown function DUF272	Family
IPR004988	Protein of unknown function DUF273	Family
IPR022837	Sulphoxide reductase heme-binding subunit YedZ	Family
IPR004990	ELF protein	Family
IPR004991	Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2	Family
IPR004992	Ethanolamine utilization protein EutN/carboxysome structural protein Ccml	Family
IPR004993	GH3 auxin-responsive promoter	Family
IPR004995	Bacillus/Clostridium Ger spore germination protein	Family
IPR004996	DNA helicase/primase complex associated, herpesvirus	Family
IPR004997	Herpesvirus polymerase accessory protein	Family
IPR004998	Herpesvirus transcription activation factor	Family
IPR004999	Herpesvirus capsid shell protein VP19C	Family
IPR005000	Aldehyde-lyase domain	Domain
IPR005001	Host factor Hfq	Family
IPR005002	Eukaryotic phosphomannomutase	Family
IPR005003	Bacteriophage lambda, Stf, side tail fibre-repeat-1	Repeat
IPR005004	Poxvirus C4/C10	Family
IPR005005	Poxvirus F12L	Family
IPR005006	Poxvirus J1	Family
IPR005007	Poxvirus L3/FP4	Family
IPR005008	Poxvirus rifampicin-resistance	Family
IPR005009	Poxvirus mRNA capping enzyme, small subunit	Family
IPR005010	Rhabdovirus M1 matrix protein	Family
IPR005011	SART-1 protein	Family
IPR005012	Daxx protein	Family
IPR005013	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	Family
IPR022838	GTP cyclohydrolase FolE2	Family
IPR005015	Thermostable direct haemolysin, vibrio	Family
IPR005016	TMS membrane protein/tumour differentially expressed protein	Family
IPR023672	Ribosomal protein L2, archaeal-type	Family
IPR023673	Ribosomal protein L1, conserved site	Conserved_site
IPR023674	Ribosomal protein L1, superfamily	Domain
IPR024729	ICP0-binding domain of Ubiquitin-specific protease 7	Domain
IPR000304	Pyrroline-5-carboxylate reductase	Family
IPR000305	GIY-YIG nuclease superfamily	Domain
IPR000306	FYVE zinc finger	Domain
IPR000307	Ribosomal protein S16	Family
IPR000308	14-3-3 protein	Family
IPR000310	Orn/Lys/Arg decarboxylase, major domain	Domain
IPR000313	PWWP domain	Domain
IPR000314	Gastrin receptor	Family
IPR000315	Zinc finger, B-box	Domain
IPR000318	Nitrogenase component 1, conserved site	Conserved_site
IPR000320	Hedgehog, N-terminal signaling domain	Domain
IPR000322	Glycoside hydrolase, family 31	Family
IPR000324	Vitamin D receptor	Family
IPR000327	POU-specific	Domain
IPR000328	Retroviral envelope protein	Domain
IPR000329	Uteroglobin-like	Family
IPR000331	Rap GTPase activating proteins domain	Domain
IPR000332	Beta 2 adrenoceptor	Family
IPR000335	Bleomycin resistance protein	Family
IPR000301	Tetraspanin	Family
IPR000266	Ribosomal protein S17	Family
IPR000268	DNA-directed RNA polymerase, subunit N/Rpb10	Family
IPR000269	Copper amine oxidase	Family
IPR000270	Phox/Bem1p	Domain
IPR000271	Ribosomal protein L34	Family
IPR000272	Ion-transport regulator, FXYD motif	Family
IPR000275	Coagulin	Family
IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	Family
IPR000281	Helix-turn-helix protein RpiR	Domain
IPR000283	NADH:ubiquinone oxidoreductase, 75kDa subunit, conserved site	Conserved_site
IPR000291	D-alanine--D-alanine ligase/VANA/B/C, conserved site	Conserved_site
IPR000292	Formate/nitrite transporter	Family
IPR000296	Cation-dependent mannose-6-phosphate receptor	Family
IPR000298	Cytochrome c oxidase, subunit III	Domain
IPR000264	ALB/AFP/VDB	Family
IPR000229	Arenavirus nucleocapsid protein	Family
IPR000231	Ribosomal protein L30e	Family
IPR000232	Heat shock factor (HSF)-type, DNA-binding	Domain
IPR000233	Cadherin, cytoplasmic domain	Domain
IPR000234	Herpesvirus Glycoprotein B	Family
IPR000237	GRIP	Domain
IPR000239	GPCR kinase	Family
IPR000240	Serpin B9/maspin	Family
IPR000242	Protein-tyrosine phosphatase, receptor/non-receptor type	Domain
IPR000244	Ribosomal protein L9	Family
IPR000247	Cucumovirus coat protein	Family
IPR002960	Tumour necrosis factor beta/lymphotoxin alpha	Family
IPR002961	Tumour necrosis factor c/lymphotoxin-beta	Family
IPR002962	Peropsin	Family
IPR002963	Expansin	Family
IPR002964	Adhesive plaque protein	Family
IPR002968	Alpha-1-microglobulin	Family
IPR002475	Bcl2-like	Family
IPR002969	Apolipoprotein D	Family
IPR002477	Peptidoglycan binding-like	Domain
IPR002478	Pseudouridine synthase/archaeosine transglycosylase	Domain
IPR002480	DAHP synthetase, class II	Family
IPR002481	Ferric-uptake regulator	Family
IPR002483	PWI domain	Domain
IPR002484	Arterivirus nucleocapsid	Family
IPR002486	Nematode cuticle collagen, N-terminal	Domain
IPR002487	Transcription factor, K-box	Domain
IPR002488	Geminivirus C4 protein	Family
IPR002489	Glutamate synthase, alpha subunit, C-terminal	Domain
IPR002490	ATPase, V0 complex, subunit 116kDa	Family
IPR002491	ABC transporter periplasmic binding domain	Domain
IPR002492	Transposase, Tc1-like	Domain
IPR002493	Herpesvirus UL25	Family
IPR002494	High sulphur keratin-associated protein	Family
IPR002495	Glycosyl transferase, family 8	Family
IPR002496	Phosphoribosyl-AMP cyclohydrolase domain	Domain
IPR002498	Phosphatidylinositol-4-phosphate 5-kinase, core	Domain
IPR002499	Major vault protein, N-terminal	Repeat
IPR002500	Phosphoadenosine phosphosulphate reductase	Domain
IPR002501	Pseudouridine synthase II	Family
IPR002502	N-acetylmuramoyl-L-alanine amidase domain	Domain
IPR002504	Inorganic polyphosphate/ATP-NAD kinase, predicted	Family
IPR002505	Phosphate acetyl/butaryl transferase	Domain
IPR002506	Hepatitis delta virus delta antigen	Family
IPR002507	Reovirus non-structural protein sigma NS	Family
IPR002508	Cell wall hydrolase/autolysin, catalytic	Domain
IPR002509	Polysaccharide deacetylase	Domain
IPR002510	TldD/PmbA	Family
IPR002511	Geminivirus V1 protein	Family
IPR002512	Rotavirus A/C, non-structural protein 5	Family
IPR002513	Tn3 transposase DDE domain	Domain
IPR002514	Transposase IS3/IS911family	Family
IPR002515	Zinc finger, C2HC-type	Repeat
IPR002516	Glycosyl transferase, family 11	Family
IPR002517	Tospovirus nucleocapsid protein	Family
IPR002518	Hepatitis C virus non-structural protein NS2	Domain
IPR002519	Hepatitis C virus envelope glycoprotein E1	Domain
IPR002520	Adhesin lipoprotein	Family
IPR002521	Hepatitis C virus core protein, C-terminal	Domain
IPR002522	Hepatitis C virus core protein, N-terminal	Domain
IPR002523	Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB	Family
IPR002524	Cation efflux protein	Family
IPR002525	Transposase, IS111A/IS1328/IS1533, N-terminal	Domain
IPR002527	Picornavirus 2B protein	Domain
IPR002528	Multi antimicrobial extrusion protein	Family
IPR002529	Fumarylacetoacetase, C-terminal	Domain
IPR002530	Zein seed storage protein	Family
IPR002531	Hepatitis C virus non-structural protein E2/NS1	Domain
IPR002532	Hantavirus glycoprotein G2	Domain
IPR002533	Alphavirus E3 spike glycoprotein	Domain
IPR002534	Hantavirus glycoprotein G1	Domain
IPR002535	Flavivirus polyprotein propeptide	Domain
IPR002538	Bromovirus movement protein	Family
IPR002539	MaoC-like domain	Domain
IPR003607	HD/PDEase domain	Domain
IPR003609	Apple-like	Domain
IPR003610	Carbohydrate-binding module family 5/12	Domain
IPR003611	Nuclease associated modular domain 3	Domain
IPR003613	U box domain	Domain
IPR003614	Knottin, scorpion toxin-like	Domain
IPR003615	HNH nuclease	Domain
IPR003616	Post-SET domain	Domain
IPR003617	Transcription elongation factor, TFIIS/CRSP70, N-terminal, sub-type	Domain
IPR003618	Transcription elongation factor S-II, central domain	Domain
IPR003619	MAD homology 1, Dwarfin-type	Domain
IPR003620	Urocortin/corticotropin-releasing factor	Family
IPR017951	Urease, alpha subunit, C-terminal	Domain
IPR003624	Leukemia inhibitory factor	Family
IPR003042	Aromatic-ring hydroxylase-like	Domain
IPR003043	Uroporphiryn-III C-methyltransferase, conserved site	Conserved_site
IPR003045	P2X2 purinoceptor	Family
IPR003046	P2X3 purinoceptor	Family
IPR003048	P2X5 purinoceptor	Family
IPR003049	P2X6 purinoceptor	Family
IPR003050	P2X7 purinoceptor	Family
IPR003052	GPCR, family 2, corticotropin releasing factor receptor, type 1	Family
IPR003055	Nucleoside-specific channel-forming protein, Tsx	Family
IPR003056	GPCR, family 2, CD97 antigen	Family
IPR024711	Catalase, mono-functional, haem-containing, clades 1 and 3	Family
IPR003059	Colicin lysis protein	Family
IPR003063	Cloacin immunity protein family	Family
IPR003065	Surface presentation of antigens protein SpaK	Family
IPR003067	Plasmodium circumsporozoite protein	Family
IPR003068	Transcription factor COUP	Family
IPR003069	Ecdysteroid receptor	Family
IPR003070	Orphan nuclear receptor	Family
IPR003071	Orphan nuclear receptor, HMR type	Family
IPR003072	Orphan nuclear receptor, NOR1 type	Family
IPR003074	Peroxisome proliferator-activated receptor	Family
IPR003075	Peroxisome proliferator-activated receptor, beta	Family
IPR003076	Peroxisome proliferator-activated receptor, alpha	Family
IPR003077	Peroxisome proliferator-activated receptor, gamma	Family
IPR003078	Retinoic acid receptor	Family
IPR003080	Glutathione S-transferase, alpha class	Family
IPR003081	Glutathione S-transferase, Mu class	Family
IPR003082	Glutathione S-transferase, Pi class	Family
IPR003083	S-crystallin	Family
IPR003084	Histone deacetylase	Family
IPR003085	Acetoin utilisation ACUC protein	Family
IPR003086	Metalloprotease inhibitor I38	Domain
IPR003087	Neutrophil gelatinase-associated lipocalin	Family
IPR003088	Cytochrome c domain	Domain
IPR024712	Catalase, mono-functional, haem-containing, clade 2	Family
IPR003090	Alpha-crystallin, N-terminal	Domain
IPR003091	Voltage-dependent potassium channel	Family
IPR003092	Two pore domain potassium channel, TASK family	Family
IPR003093	Apoptosis regulator, Bcl-2 protein, BH4	Domain
IPR003094	Fructose-2,6-bisphosphatase	Family
IPR003096	Smooth muscle protein/calponin	Family
IPR003993	Treacher Collins syndrome, treacle	Domain
IPR003994	Prefoldin-related, ubiquitously expressed transcript	Family
IPR003995	RTX toxin determinant A	Family
IPR003996	RTX toxin-activating protein C, bacteria	Family
IPR003997	RTX secretion protein D, Gram-negative bacteria	Family
IPR003998	Twin-arginine translocation protein TatB-like	Family
